SQLDATE,SOURCEURL,Actor1CountryCode,Actor2CountryCode,AvgTone
20201103,https://www.nytimes.com/2021/11/02/us/elections/minneapolis-reject-defund-police.html,USA,USA,-3.21637426900585
20201103,https://edition.cnn.com/politics/live-news/election-results-reactions-11-03-21/,,EUR,-2.41477272727273
20201103,https://www.cnn.com/politics/live-news/election-results-reactions-11-03-21/h_8f8e5a197f28527101c3ed0c7d1567b3,EUR,,-1.10929853181077
20201105,https://www.nytimes.com/2021/11/05/us/politics/project-veritas-investigation-ashley-biden-diary.html,,USA,-2.46913580246913
20201103,https://edition.cnn.com/politics/live-news/election-results-reactions-11-03-21/,EUR,,-2.41477272727273
20201105,https://www.nytimes.com/2020/11/05/us/election-protests-portland-minnesota-arizona.html,USA,,-5.5
20201105,https://www.cnn.com/politics/live-news/election-results-and-news-11-04-20/h_d9e9636cf6593a879befaa92cf7b08ad,,,-0.750625521267723
20201105,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-05-20/,USA,,-1.69971671388102
20201105,https://apnews.com/article/election-2020-joe-biden-donald-trump-virus-outbreak-senate-elections-5eb9139ba25a1005949ca33453d69d75,,USA,-1.83356840620592
20201105,https://www.foxnews.com/us/trump-biden-campaigns-mobilize-legal-teams-to-help-decide-election-winner,,,-3.88768898488121
20201105,https://www.foxnews.com/us/portland-election-unrest-emergency-services-blocked-rerouted-destructive-crowds,USA,USA,-5.48128342245989
20201103,https://www.nytimes.com/2020/11/02/briefing/election-eve-polls-who-vienna.html,,USA,-4.6078431372549
20201104,https://www.foxnews.com/politics/pennsylvania-mail-in-ballot-tallying-process-smoothly,USA,USA,2.97029702970297
20201104,https://apnews.com/article/houston-judge-rejects-throw-out-votes-3acb8d2836948acf27b02d231b781251,USA,USA,-3.7109375
20201105,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-05-20/,USA,USA,-1.69971671388102
20201103,https://www.foxnews.com/politics/melania-trump-says-she-spoke-to-north-carolina-officer-injured-in-motorcade-crash-glad-hes-doing-well,,USA,-3.25203252032521
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-03-20/,,,-0.77751196172249
20201105,https://apnews.com/article/election-2020-donald-trump-virus-outbreak-campaigns-elections-203d1bc1ad56b10d42638c77749cfa07,USA,,-0.23312061673278
20201105,https://www.nytimes.com/2020/11/04/us/politics/biden-is-closing-the-gap-on-trump-in-georgia.html,,USA,1.03092783505154
20201105,https://www.cnn.com/politics/live-news/election-results-and-news-11-04-20/h_26dcc00c4f0f56b370db615fb1a1420b,USA,,-1.07913669064748
20201103,https://www.nytimes.com/2020/11/02/us/politics/caregivers-in-pennsylvania-grapple-with-the-coronaviruss-pain-how-will-they-vote.html,,USA,-9.375
20201104,https://www.foxnews.com/politics/trump-claims-victory-states-undecided-supreme-court-white-house,,,-0.43668122270743
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-03-20/h_189981a77d910ce146136f8544790bd3,,,-0.27598896044158
20201104,https://www.foxnews.com/tech/election-night-google-searches-liquor-store-near-me-all-time-high,CHN,,0
20201103,https://www.foxnews.com/opinion/trump-reelectioin-accomplishments-tammy-bruce,USA,,0.94637223974763
20201104,https://apnews.com/article/ayatollah-ali-khamenei-mocks-us-election-096db26f2e5e00fcf8248d1689ec6230,AZE,ARM,-4.83870967741936
20201103,https://apnews.com/article/virus-outbreak-ukraine-alexander-lukashenko-belarus-elections-e7111a0303b1a6bc93380b8b80de89e2,,LVA,-7.86350148367953
20201103,https://www.foxnews.com/us/california-police-seek-shirtless-man-bikini-clad-woman-after-american-flag-hat-snatched-from-trump-supporter,USA,USA,-8.44594594594594
20201105,https://apnews.com/article/relax-drug-laws-state-ballots-victories-78dee7f3190ddcb4d1230894c64aec3d,USA,USA,-0.21551724137931
20201105,https://www.cnn.com/politics/live-news/election-results-and-news-11-04-20/h_71b56ca9708663022bbbf26e7885e2c9,USA,,0.22255192878338
20201105,https://radio.foxnews.com/2020/11/05/the-trump-biden-campaigns-make-their-case/,USA,,-1.16279069767442
20201105,https://www.nytimes.com/interactive/2020/11/04/us/elections/florida-election-results-by-county.html,USA,,0.57142857142857
20201105,https://edition.cnn.com/politics/live-news/election-results-and-news-11-04-20/h_ab91852db4496f79f73a5a68c7c31362,USA,USA,-0.6560449859419
20201104,https://apnews.com/article/election-2020-virus-outbreak-primary-elections-georgia-elections-ce8204935e991f740c94d6bc464481cf,,,-2.46636771300449
20201104,https://www.nytimes.com/2020/11/03/us/politics/the-end-of-a-chaotic-campaign-election-day.html,USA,,-5.28586839266451
20201105,https://www.foxnews.com/us/nyc-police-election-protests,,,-7.85498489425982
20201105,https://www.foxnews.com/us/dc-activists-blm-protests-election-trump-concede-votes-ballots-counted,USA,,-2.84313725490196
20201104,https://apnews.com/article/election-2020-joe-biden-donald-trump-virus-outbreak-wisconsin-77e466f7a2677f1a2a43e74b7be9a3fe,USA,,-2.60586319218241
20201104,https://www.nytimes.com/2020/11/01/opinion/trump-wall-arizona-environment.html,,,-4.20792079207921
20201104,https://www.foxnews.com/politics/trump-claims-victory-states-undecided-supreme-court-white-house,USA,USA,-0.43668122270743
20201104,https://www.foxnews.com/politics/biden-campaign-argues-presidential-race-is-moving-to-a-conclusion-in-our-favor,,USA,-0.21598272138229
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-03-20/h_997d6bbbdfb811cfc0ae54cd9e60939f,,USA,0.24271844660194
20201105,https://www.nytimes.com/2020/11/05/us/politics/biden-270-trump.html,,,-1.04321907600597
20201103,https://www.foxnews.com/us/election-day-national-guard-chicago-state-of-readiness-election-unrest,USA,USA,-2.64385692068429
20201105,https://www.foxnews.com/us/trump-biden-campaigns-mobilize-legal-teams-to-help-decide-election-winner,,,-3.88768898488121
20201103,https://www.nytimes.com/2020/11/02/nyregion/nyc-election-unrest.html,,,-4.014272970562
20201104,https://www.foxnews.com/us/nypd-union-endorses-trump-says-president-has-undisputed-record-of-supporting-police,,,-2.088772845953
20201103,https://www.foxnews.com/media/trump-kirstie-alley-cnn-broadcasting-terror-coronavirus-fear-mongering,,CHN,-4.53125
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-03-20/h_c76d96c7f581a482f5dc813569e0ed39,,USA,0.46118370484242
20201105,https://www.foxnews.com/politics/florida-dead-voters-2020-election,,,-2.45700245700246
20201105,https://www.nytimes.com/2020/11/05/us/election-protests-portland-minnesota-arizona.html,,USA,-5.5
20201104,https://apnews.com/article/election-2020-donald-trump-senate-elections-colorado-elections-f5035cf416f2a5243b226cc6c169c2e1,USA,USA,-0.236966824644551
20201104,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-14.html,USA,,0.5859375
20201105,https://www.cnn.com/politics/live-news/election-results-and-news-11-04-20/h_d9e9636cf6593a879befaa92cf7b08ad,USA,,-0.750625521267723
20201105,https://www.nytimes.com/live/2020/11/11/technology/election-results-trump-biden,USA,,-3.92246294184721
20201105,https://www.foxnews.com/us/portland-election-unrest-emergency-services-blocked-rerouted-destructive-crowds,USA,,-5.48128342245989
20201104,https://apnews.com/article/houston-judge-rejects-throw-out-votes-3acb8d2836948acf27b02d231b781251,,,-3.7109375
20201103,https://www.nytimes.com/2021/11/03/us/politics/black-voters-in-virginia-refuse-to-be-blamed-for-a-major-democratic-defeat.html,,,-1.60550458715596
20201103,https://www.foxnews.com/media/liberal-media-scolded-foaming-imaginary-white-supremacy-election,,USA,-2.94906166219839
20201104,https://www.foxnews.com/us/nypd-union-endorses-trump-says-president-has-undisputed-record-of-supporting-police,,,-2.088772845953
20201104,https://www.nytimes.com/2020/11/03/opinion/election-stress-anxiety.html,FRA,,-2.28187919463087
20201104,https://www.nytimes.com/2020/11/03/world/africa/alassane-ouattara-election-ivory-coast.html,,,-6.0483870967742
20201105,https://www.nytimes.com/2020/11/04/us/politics/trump-supporters-protest-arizona.html,,,-2.43902439024391
20201103,https://www.foxnews.com/us/california-police-seek-shirtless-man-bikini-clad-woman-after-american-flag-hat-snatched-from-trump-supporter,USA,USA,-8.44594594594594
20201105,https://apnews.com/article/election-2020-donald-trump-virus-outbreak-colorado-elections-0efcb559cd601920935fe195c023f9ce,USA,,-1.07079119571683
20201104,https://www.nytimes.com/2020/11/03/us/elections/trump-attacking-the-democratic-process-falsely-says-he-won.html,USA,,-2.34986945169713
20201105,https://apnews.com/article/ap-explains-wisconsin-joe-biden-636a771c35314b13a5e33cb19092f9d5,USA,,0.38535645472061
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-03-20/h_189981a77d910ce146136f8544790bd3,,,-0.27598896044158
20201103,https://www.foxnews.com/media/trump-kirstie-alley-cnn-broadcasting-terror-coronavirus-fear-mongering,CHN,,-4.53125
20201104,https://www.foxnews.com/tech/election-night-google-searches-liquor-store-near-me-all-time-high,CHN,USA,0
20201104,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-senate.html,USA,USA,0.3094994678072
20201104,https://www.foxnews.com/us/trump-biden-both-voice-optimism-as-election-results-remain-unclear,USA,,-1.9367991845056
20201105,https://www.nytimes.com/2020/11/05/us/politics/trumps-defiant-campaign-manager-declares-donald-trump-is-alive-and-well.html,USA,,1.14942528735633
20201103,https://www.foxnews.com/politics/for-election-day-who-is-john-cornyn-top-things-to-know-about-the-texas-senator,,,0.9765625
20201104,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-senate.html,,USA,0.19342359767892
20201105,https://apnews.com/article/donald-trump-oklahoma-city-oklahoma-house-elections-voting-2020-389ba7d16d367a7f2b99e41d4e921c32,,,0
20201104,https://apnews.com/article/houston-judge-rejects-throw-out-votes-3acb8d2836948acf27b02d231b781251,USA,,-3.7109375
20201104,https://apnews.com/article/election-2020-virus-outbreak-new-york-elections-prayer-2c89f671207f0337fcac04697e560d7e,USA,,0.84033613445379
20201104,https://www.nytimes.com/2020/11/03/briefing/election-trump-biden-ant-group-ipo.html,CHN,CHN,-3.74331550802139
20201104,https://apnews.com/article/ayatollah-ali-khamenei-mocks-us-election-096db26f2e5e00fcf8248d1689ec6230,,IRN,-4.83870967741936
20201105,https://www.cnn.com/politics/live-news/election-results-and-news-11-04-20/h_71b56ca9708663022bbbf26e7885e2c9,USA,,0.22255192878338
20201105,https://www.foxnews.com/us/dc-activists-blm-protests-election-trump-concede-votes-ballots-counted,,USA,-2.84313725490196
20201104,https://www.nytimes.com/2020/11/03/us/politics/polls-close-vote-counting.html,USA,,-0.50607287449392
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-03-20/,,,-0.77751196172249
20201104,https://www.foxnews.com/politics/swing-states-poll-results-us-election-day-focus,USA,USA,-0.8610086100861
20201103,https://www.nytimes.com/2020/11/02/briefing/election-eve-polls-who-vienna.html,USA,,-4.6078431372549
20201104,https://www.cnn.com/politics/live-news/us-election-news-10-30-2020/,USA,USA,-1.41437308868501
20201104,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-senate.html,USA,,0.19342359767892
20201104,https://www.nytimes.com/2020/11/10/technology/election-misinformation-continues-staying-up-on-youtube.html,,USA,-3.85164051355207
20201104,https://www.foxnews.com/entertainment/celebrities-slam-trump-premature-victory-speech-lie-criminal,,USA,-0.97919216646267
20201104,https://www.cnn.com/politics/live-news/us-election-news-10-30-2020/,,USA,-1.41437308868501
20201104,https://www.foxnews.com/politics/hillary-clinton-retweets-election-day-2016,,,-0.66225165562914
20201104,https://www.foxnews.com/entertainment/kanye-west-2024-bid-low-percentage-votes-2020-election,USA,,1.0351966873706
20201104,https://www.foxnews.com/entertainment/kanye-west-2024-bid-low-percentage-votes-2020-election,USA,,1.0351966873706
20201104,https://www.nytimes.com/2020/11/04/us/election-state-house-legislature-governors.html,,USA,-6.52173913043478
20201104,https://www.nytimes.com/2020/11/03/world/africa/alassane-ouattara-election-ivory-coast.html,LBR,,-6.0483870967742
20201103,https://www.foxnews.com/politics/trump-warns-iowa-biden-destroy-farms,CHN,CHN,-5.42986425339367
20201103,https://www.foxnews.com/us/police-security-groups-unrest-election-day,,,-4.47154471544715
20201104,https://www.foxnews.com/politics/aoc-bemoans-lackluster-latino-turnout-for-biden-been-sounding-the-alarm,EGY,,-2.79329608938548
20201104,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-14.html,USA,,0.486410440613027
20201104,https://www.cnn.com/politics/live-news/election-results-and-news-11-04-20/,,,-1.1228533685601
20201105,https://www.foxnews.com/media/fox-news-election-night-ratings-all-time-record-update,USA,,0.15136401308182
20201104,https://www.nytimes.com/2020/11/03/world/caregivers-have-witnessed-the-viruss-pain-how-will-they-vote.html,USA,,-8.71212121212121
20201104,https://www.foxnews.com/politics/biden-trump-campaigns-legal-fight-key-battlegrounds-undeclared,USA,USA,-1.44189991518236
20201104,https://www.nytimes.com/2020/11/10/technology/election-misinformation-continues-staying-up-on-youtube.html,USA,USA,-3.85164051355207
20201104,https://www.nytimes.com/2020/11/03/us/politics/the-end-of-a-chaotic-campaign-election-day.html,USA,,-5.28586839266451
20201105,https://www.nytimes.com/2021/11/05/us/politics/project-veritas-investigation-ashley-biden-diary.html,UKR,USA,-2.46913580246913
20201104,https://www.nytimes.com/2020/11/03/us/politics/the-end-of-a-chaotic-campaign-election-day.html,,,-5.28586839266451
