SQLDATE,SOURCEURL,AvgTone
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://edition.cnn.com/2026/04/12/world/live-news/hungary-election-orban-magyar,-2.74390243902439
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/world/live-news/hungary-election-orban-magyar,1.19047619047619
20260412,https://www.cnn.com/2026/04/12/world/live-news/hungary-election-orban-magyar,1.19047619047619
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/world/live-news/hungary-election-orban-magyar,1.19047619047619
20260412,https://www.cnn.com/2026/04/12/world/live-news/hungary-election-orban-magyar,1.19047619047619
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260412,https://www.cnn.com/2026/04/12/europe/orban-hungary-election-explained-intl,-0.68587105624143
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
20260414,https://edition.cnn.com/2026/04/14/europe/orban-hungary-trump-putin-magyar-intl,-1.59680638722555
